,Unnamed: 0,round,user_id,action_player,opponent,action_opponent,payoff,rt,session,treatment,actions,response,abs_time,context
2442,2442,46,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.718999999999999,s4m8,fix,CCC,1,5.718999999999999,1
2443,2443,46,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.8059999999999999,s4m8,fix,CCC,1,0.8059999999999999,1
2444,2444,47,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.369,s4m8,fix,CCC,1,1.369,1
2445,2445,47,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.6940000000000001,s4m8,fix,CCC,1,0.6940000000000001,1
2446,2446,47,s4m8_usuario14,C,['s4m8_usuario13'],C,3,4.636,s4m8,fix,CCC,1,4.636,1
2447,2447,47,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.6970000000000001,s4m8,fix,CCC,1,0.6970000000000001,1
2448,2448,47,s4m8_usuario9,C,['s4m8_usuario10'],C,3,9.988999999999999,s4m8,fix,CCC,1,9.988999999999999,1
2449,2449,47,s4m8_usuario10,C,['s4m8_usuario9'],C,3,5.457999999999999,s4m8,fix,CCC,1,5.457999999999999,1
2450,2450,47,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1.327,s4m8,fix,CCC,1,1.327,1
2451,2451,47,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1.331,s4m8,fix,CCC,1,1.331,1
2452,2452,47,s4m8_usuario11,C,['s4m8_usuario4'],D,0,9.383,s4m8,fix,DCC,1,9.383,1
2453,2453,47,s4m8_usuario4,D,['s4m8_usuario11'],C,4,-1.161,s4m8,fix,CDD,0,1.161,0
2454,2454,47,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-1.693,s4m8,fix,DDD,0,1.693,0
2455,2455,47,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.691,s4m8,fix,DDD,0,0.691,0
2456,2456,47,s4m8_usuario12,C,['s4m8_usuario6'],C,3,6.9,s4m8,fix,CCC,1,6.9,1
2457,2457,47,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.084,s4m8,fix,CCC,1,1.084,1
2458,2458,48,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.815,s4m8,fix,CCC,1,2.815,1
2459,2459,48,s4m8_usuario7,C,['s4m8_usuario2'],C,3,1.5130000000000001,s4m8,fix,CCC,1,1.5130000000000001,1
2460,2460,48,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5.85,s4m8,fix,CCC,1,5.85,1
2461,2461,48,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.6809999999999999,s4m8,fix,CCC,1,0.6809999999999999,1
2462,2462,48,s4m8_usuario9,C,['s4m8_usuario10'],C,3,5.471,s4m8,fix,CCC,1,5.471,1
2463,2463,48,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.26,s4m8,fix,CCC,1,4.26,1
2464,2464,48,s4m8_usuario8,D,['s4m8_usuario1'],C,4,-1.053,s4m8,fix,CCD,0,1.053,1
2465,2465,48,s4m8_usuario1,C,['s4m8_usuario8'],D,0,0.73,s4m8,fix,CCC,1,0.73,1
2466,2466,48,s4m8_usuario11,C,['s4m8_usuario4'],D,0,7.625,s4m8,fix,CDC,1,7.625,0
2467,2467,48,s4m8_usuario4,D,['s4m8_usuario11'],C,4,-1.624,s4m8,fix,DCD,0,1.624,1
2468,2468,48,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.6409999999999999,s4m8,fix,DDD,0,0.6409999999999999,0
2469,2469,48,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.866,s4m8,fix,DDD,0,0.866,0
2470,2470,48,s4m8_usuario12,C,['s4m8_usuario6'],C,3,6.851,s4m8,fix,CCC,1,6.851,1
2471,2471,48,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.321,s4m8,fix,CCC,1,1.321,1
2472,2472,49,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.03,s4m8,fix,CCC,1,2.03,1
2473,2473,49,s4m8_usuario7,C,['s4m8_usuario2'],C,3,1.053,s4m8,fix,CCC,1,1.053,1
2474,2474,49,s4m8_usuario14,C,['s4m8_usuario13'],C,3,7.732,s4m8,fix,CCC,1,7.732,1
2475,2475,49,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.556,s4m8,fix,CCC,1,0.556,1
2476,2476,49,s4m8_usuario9,C,['s4m8_usuario10'],C,3,3.819,s4m8,fix,CCC,1,3.819,1
2477,2477,49,s4m8_usuario10,C,['s4m8_usuario9'],C,3,2.7310000000000003,s4m8,fix,CCC,1,2.7310000000000003,1
2478,2478,49,s4m8_usuario8,D,['s4m8_usuario1'],D,1,-1.143,s4m8,fix,DCD,0,1.143,1
2479,2479,49,s4m8_usuario1,D,['s4m8_usuario8'],D,1,-2.03,s4m8,fix,CDD,0,2.03,0
2480,2480,49,s4m8_usuario11,D,['s4m8_usuario4'],C,4,-6.148,s4m8,fix,CDD,0,6.148,0
2481,2481,49,s4m8_usuario4,C,['s4m8_usuario11'],D,0,1.099,s4m8,fix,DCC,1,1.099,1
2482,2482,49,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-15.083,s4m8,fix,DDD,0,15.083,0
2483,2483,49,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.735,s4m8,fix,DDD,0,0.735,0
2484,2484,49,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.6160000000000005,s4m8,fix,CCC,1,4.6160000000000005,1
2485,2485,49,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.383,s4m8,fix,CCC,1,1.383,1
2486,2486,50,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.4340000000000002,s4m8,fix,CCC,1,1.4340000000000002,1
2487,2487,50,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.66,s4m8,fix,CCC,1,0.66,1
2488,2488,50,s4m8_usuario14,C,['s4m8_usuario13'],C,3,9.121,s4m8,fix,CCC,1,9.121,1
2489,2489,50,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.5670000000000001,s4m8,fix,CCC,1,0.5670000000000001,1
2490,2490,50,s4m8_usuario9,C,['s4m8_usuario10'],C,3,9.579,s4m8,fix,CCC,1,9.579,1
2491,2491,50,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3.4019999999999997,s4m8,fix,CCC,1,3.4019999999999997,1
2492,2492,50,s4m8_usuario8,D,['s4m8_usuario1'],D,1,-1.7309999999999999,s4m8,fix,DDD,0,1.7309999999999999,0
2493,2493,50,s4m8_usuario1,D,['s4m8_usuario8'],D,1,-0.955,s4m8,fix,DDD,0,0.955,0
2494,2494,50,s4m8_usuario11,D,['s4m8_usuario4'],D,1,-8.738999999999999,s4m8,fix,DCD,0,8.738999999999999,1
2495,2495,50,s4m8_usuario4,D,['s4m8_usuario11'],D,1,-1.3019999999999998,s4m8,fix,CDD,0,1.3019999999999998,0
2496,2496,50,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-1.095,s4m8,fix,DDD,0,1.095,0
2497,2497,50,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.7959999999999999,s4m8,fix,DDD,0,0.7959999999999999,0
2498,2498,50,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.4,s4m8,fix,CCC,1,4.4,1
2499,2499,50,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.9079999999999999,s4m8,fix,CCC,1,0.9079999999999999,1
2500,2500,51,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.994,s4m8,fix,CCC,1,1.994,1
2501,2501,51,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.643,s4m8,fix,CCC,1,0.643,1
2502,2502,51,s4m8_usuario14,C,['s4m8_usuario13'],C,3,7.593,s4m8,fix,CCC,1,7.593,1
2503,2503,51,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.642,s4m8,fix,CCC,1,0.642,1
2504,2504,51,s4m8_usuario9,C,['s4m8_usuario10'],C,3,8.084,s4m8,fix,CCC,1,8.084,1
2505,2505,51,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.019,s4m8,fix,CCC,1,4.019,1
2506,2506,51,s4m8_usuario8,D,['s4m8_usuario1'],D,1,-1.97,s4m8,fix,DDD,0,1.97,0
2507,2507,51,s4m8_usuario1,D,['s4m8_usuario8'],D,1,-0.711,s4m8,fix,DDD,0,0.711,0
2508,2508,51,s4m8_usuario11,D,['s4m8_usuario4'],D,1,-6.644,s4m8,fix,DDD,0,6.644,0
2509,2509,51,s4m8_usuario4,D,['s4m8_usuario11'],D,1,-1.3090000000000002,s4m8,fix,DDD,0,1.3090000000000002,0
2510,2510,51,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.9570000000000001,s4m8,fix,DDD,0,0.9570000000000001,0
2511,2511,51,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.747,s4m8,fix,DDD,0,0.747,0
2512,2512,51,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.438,s4m8,fix,CCC,1,5.438,1
2513,2513,51,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.7190000000000001,s4m8,fix,CCC,1,0.7190000000000001,1
2514,2514,52,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.7319999999999998,s4m8,fix,CCC,1,2.7319999999999998,1
2515,2515,52,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.675,s4m8,fix,CCC,1,0.675,1
2516,2516,52,s4m8_usuario14,C,['s4m8_usuario13'],C,3,9.718,s4m8,fix,CCC,1,9.718,1
2517,2517,52,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.682,s4m8,fix,CCC,1,0.682,1
2518,2518,52,s4m8_usuario9,C,['s4m8_usuario10'],C,3,11.645999999999999,s4m8,fix,CCC,1,11.645999999999999,1
2519,2519,52,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.275,s4m8,fix,CCC,1,4.275,1
2520,2520,52,s4m8_usuario8,D,['s4m8_usuario1'],D,1,-3.0839999999999996,s4m8,fix,DDD,0,3.0839999999999996,0
2521,2521,52,s4m8_usuario1,D,['s4m8_usuario8'],D,1,-0.708,s4m8,fix,DDD,0,0.708,0
2522,2522,52,s4m8_usuario11,C,['s4m8_usuario4'],D,0,9.775,s4m8,fix,DDC,1,9.775,0
2523,2523,52,s4m8_usuario4,D,['s4m8_usuario11'],C,4,-1.3,s4m8,fix,DDD,0,1.3,0
2524,2524,52,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-1.7930000000000001,s4m8,fix,DDD,0,1.7930000000000001,0
2525,2525,52,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-2.32,s4m8,fix,DDD,0,2.32,0
2526,2526,52,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.85,s4m8,fix,CCC,1,4.85,1
2527,2527,52,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.5959999999999999,s4m8,fix,CCC,1,1.5959999999999999,1
2528,2528,53,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.3890000000000002,s4m8,fix,CCC,1,2.3890000000000002,1
2529,2529,53,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.682,s4m8,fix,CCC,1,0.682,1
2530,2530,53,s4m8_usuario14,C,['s4m8_usuario13'],C,3,7.267,s4m8,fix,CCC,1,7.267,1
2531,2531,53,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.679,s4m8,fix,CCC,1,0.679,1
2532,2532,53,s4m8_usuario9,C,['s4m8_usuario10'],C,3,8.2,s4m8,fix,CCC,1,8.2,1
2533,2533,53,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.029,s4m8,fix,CCC,1,4.029,1
2534,2534,53,s4m8_usuario8,C,['s4m8_usuario1'],D,0,1.2890000000000001,s4m8,fix,DDC,1,1.2890000000000001,0
2535,2535,53,s4m8_usuario1,D,['s4m8_usuario8'],C,4,-1.37,s4m8,fix,DDD,0,1.37,0
2536,2536,53,s4m8_usuario11,C,['s4m8_usuario4'],D,0,8.996,s4m8,fix,CDC,1,8.996,0
2537,2537,53,s4m8_usuario4,D,['s4m8_usuario11'],C,4,-1.777,s4m8,fix,DCD,0,1.777,1
2538,2538,53,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-1.611,s4m8,fix,DDD,0,1.611,0
2539,2539,53,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.818,s4m8,fix,DDD,0,0.818,0
2540,2540,53,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.499,s4m8,fix,CCC,1,5.499,1
2541,2541,53,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.615,s4m8,fix,CCC,1,0.615,1
2542,2542,54,s4m8_usuario2,C,['s4m8_usuario7'],C,3,4.141,s4m8,fix,CCC,1,4.141,1
2543,2543,54,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.58,s4m8,fix,CCC,1,0.58,1
2544,2544,54,s4m8_usuario14,C,['s4m8_usuario13'],C,3,6.672000000000001,s4m8,fix,CCC,1,6.672000000000001,1
2545,2545,54,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.57,s4m8,fix,CCC,1,0.57,1
2546,2546,54,s4m8_usuario9,C,['s4m8_usuario10'],C,3,4.795,s4m8,fix,CCC,1,4.795,1
2547,2547,54,s4m8_usuario10,C,['s4m8_usuario9'],C,3,5.757000000000001,s4m8,fix,CCC,1,5.757000000000001,1
2548,2548,54,s4m8_usuario8,C,['s4m8_usuario1'],D,0,1.629,s4m8,fix,CDC,1,1.629,0
2549,2549,54,s4m8_usuario1,D,['s4m8_usuario8'],C,4,-1.7309999999999999,s4m8,fix,DCD,0,1.7309999999999999,1
2550,2550,54,s4m8_usuario11,D,['s4m8_usuario4'],C,4,-12.093,s4m8,fix,CDD,0,12.093,0
2551,2551,54,s4m8_usuario4,C,['s4m8_usuario11'],D,0,1.369,s4m8,fix,DCC,1,1.369,1
2552,2552,54,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-2.015,s4m8,fix,DDD,0,2.015,0
2553,2553,54,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.602,s4m8,fix,DDD,0,0.602,0
2554,2554,54,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.126,s4m8,fix,CCC,1,5.126,1
2555,2555,54,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.8719999999999999,s4m8,fix,CCC,1,1.8719999999999999,1
2556,2556,55,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.661,s4m8,fix,CCC,1,2.661,1
2557,2557,55,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.711,s4m8,fix,CCC,1,0.711,1
2558,2558,55,s4m8_usuario14,C,['s4m8_usuario13'],C,3,6.778,s4m8,fix,CCC,1,6.778,1
2559,2559,55,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.7659999999999999,s4m8,fix,CCC,1,0.7659999999999999,1
2560,2560,55,s4m8_usuario9,C,['s4m8_usuario10'],C,3,3.593,s4m8,fix,CCC,1,3.593,1
2561,2561,55,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.713,s4m8,fix,CCC,1,4.713,1
2562,2562,55,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1.193,s4m8,fix,CDC,1,1.193,0
2563,2563,55,s4m8_usuario1,C,['s4m8_usuario8'],C,3,0.98,s4m8,fix,DCC,1,0.98,1
2564,2564,55,s4m8_usuario11,C,['s4m8_usuario4'],C,3,14.448,s4m8,fix,DCC,1,14.448,1
2565,2565,55,s4m8_usuario4,C,['s4m8_usuario11'],C,3,2.228,s4m8,fix,CDC,1,2.228,0
2566,2566,55,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-2.375,s4m8,fix,DDD,0,2.375,0
2567,2567,55,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.706,s4m8,fix,DDD,0,0.706,0
2568,2568,55,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.7860000000000005,s4m8,fix,CCC,1,4.7860000000000005,1
2569,2569,55,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.922,s4m8,fix,CCC,1,0.922,1
2570,2570,56,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.337,s4m8,fix,CCC,1,1.337,1
2571,2571,56,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.614,s4m8,fix,CCC,1,0.614,1
2572,2572,56,s4m8_usuario14,C,['s4m8_usuario13'],C,3,9.219,s4m8,fix,CCC,1,9.219,1
2573,2573,56,s4m8_usuario13,C,['s4m8_usuario14'],C,3,1.093,s4m8,fix,CCC,1,1.093,1
2574,2574,56,s4m8_usuario9,C,['s4m8_usuario10'],C,3,10.933,s4m8,fix,CCC,1,10.933,1
2575,2575,56,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.968,s4m8,fix,CCC,1,4.968,1
2576,2576,56,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1.4080000000000001,s4m8,fix,CCC,1,1.4080000000000001,1
2577,2577,56,s4m8_usuario1,C,['s4m8_usuario8'],C,3,0.773,s4m8,fix,CCC,1,0.773,1
2578,2578,56,s4m8_usuario11,C,['s4m8_usuario4'],D,0,12.640999999999998,s4m8,fix,CCC,1,12.640999999999998,1
2579,2579,56,s4m8_usuario4,D,['s4m8_usuario11'],C,4,-1.43,s4m8,fix,CCD,0,1.43,1
2580,2580,56,s4m8_usuario5,C,['s4m8_usuario3'],D,0,4.883,s4m8,fix,DDC,1,4.883,0
2581,2581,56,s4m8_usuario3,D,['s4m8_usuario5'],C,4,-0.76,s4m8,fix,DDD,0,0.76,0
2582,2582,56,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.977,s4m8,fix,CCC,1,5.977,1
2583,2583,56,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.736,s4m8,fix,CCC,1,0.736,1
2584,2584,57,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.1719999999999997,s4m8,fix,CCC,1,2.1719999999999997,1
2585,2585,57,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.652,s4m8,fix,CCC,1,0.652,1
2586,2586,57,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5.942,s4m8,fix,CCC,1,5.942,1
2587,2587,57,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.64,s4m8,fix,CCC,1,0.64,1
2588,2588,57,s4m8_usuario9,C,['s4m8_usuario10'],C,3,3.9330000000000003,s4m8,fix,CCC,1,3.9330000000000003,1
2589,2589,57,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.492,s4m8,fix,CCC,1,4.492,1
2590,2590,57,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1.178,s4m8,fix,CCC,1,1.178,1
2591,2591,57,s4m8_usuario1,C,['s4m8_usuario8'],C,3,0.6629999999999999,s4m8,fix,CCC,1,0.6629999999999999,1
2592,2592,57,s4m8_usuario11,C,['s4m8_usuario4'],D,0,5.102,s4m8,fix,CDC,1,5.102,0
2593,2593,57,s4m8_usuario4,D,['s4m8_usuario11'],C,4,-1.953,s4m8,fix,DCD,0,1.953,1
2594,2594,57,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-1.023,s4m8,fix,CDD,0,1.023,0
2595,2595,57,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.781,s4m8,fix,DCD,0,1.781,1
2596,2596,57,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.355,s4m8,fix,CCC,1,4.355,1
2597,2597,57,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.036,s4m8,fix,CCC,1,1.036,1
2598,2598,58,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.85,s4m8,fix,CCC,1,1.85,1
2599,2599,58,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.627,s4m8,fix,CCC,1,0.627,1
2600,2600,58,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5.6579999999999995,s4m8,fix,CCC,1,5.6579999999999995,1
2601,2601,58,s4m8_usuario13,C,['s4m8_usuario14'],C,3,2.0780000000000003,s4m8,fix,CCC,1,2.0780000000000003,1
2602,2602,58,s4m8_usuario9,C,['s4m8_usuario10'],C,3,9.686,s4m8,fix,CCC,1,9.686,1
2603,2603,58,s4m8_usuario10,C,['s4m8_usuario9'],C,3,1.4140000000000001,s4m8,fix,CCC,1,1.4140000000000001,1
2604,2604,58,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1.505,s4m8,fix,CCC,1,1.505,1
2605,2605,58,s4m8_usuario1,C,['s4m8_usuario8'],C,3,0.574,s4m8,fix,CCC,1,0.574,1
2606,2606,58,s4m8_usuario11,C,['s4m8_usuario4'],D,0,8.307,s4m8,fix,CDC,1,8.307,0
2607,2607,58,s4m8_usuario4,D,['s4m8_usuario11'],C,4,-1.2990000000000002,s4m8,fix,DCD,0,1.2990000000000002,1
2608,2608,58,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.7609999999999999,s4m8,fix,DDD,0,0.7609999999999999,0
2609,2609,58,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-1.716,s4m8,fix,DDD,0,1.716,0
2610,2610,58,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.52,s4m8,fix,CCC,1,5.52,1
2611,2611,58,s4m8_usuario6,C,['s4m8_usuario12'],C,3,3.1210000000000004,s4m8,fix,CCC,1,3.1210000000000004,1
2612,2612,59,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.5290000000000001,s4m8,fix,CCC,1,1.5290000000000001,1
2613,2613,59,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.552,s4m8,fix,CCC,1,0.552,1
2614,2614,59,s4m8_usuario14,C,['s4m8_usuario13'],C,3,9.399,s4m8,fix,CCC,1,9.399,1
2615,2615,59,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.777,s4m8,fix,CCC,1,0.777,1
2616,2616,59,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7.917000000000001,s4m8,fix,CCC,1,7.917000000000001,1
2617,2617,59,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3.534,s4m8,fix,CCC,1,3.534,1
2618,2618,59,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1.4569999999999999,s4m8,fix,CCC,1,1.4569999999999999,1
2619,2619,59,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1.6369999999999998,s4m8,fix,CCC,1,1.6369999999999998,1
2620,2620,59,s4m8_usuario11,C,['s4m8_usuario4'],C,3,6.55,s4m8,fix,CDC,1,6.55,0
2621,2621,59,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1.881,s4m8,fix,DCC,1,1.881,1
2622,2622,59,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.742,s4m8,fix,DDD,0,0.742,0
2623,2623,59,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.5489999999999999,s4m8,fix,DDD,0,0.5489999999999999,0
2624,2624,59,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.267,s4m8,fix,CCC,1,5.267,1
2625,2625,59,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1.81,s4m8,fix,CCC,1,1.81,1
2626,2626,60,s4m8_usuario2,C,['s4m8_usuario7'],C,3,0.893,s4m8,fix,CCC,1,0.893,1
2627,2627,60,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.9309999999999999,s4m8,fix,CCC,1,0.9309999999999999,1
2628,2628,60,s4m8_usuario14,C,['s4m8_usuario13'],C,3,8.461,s4m8,fix,CCC,1,8.461,1
2629,2629,60,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.608,s4m8,fix,CCC,1,0.608,1
2630,2630,60,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7.787000000000001,s4m8,fix,CCC,1,7.787000000000001,1
2631,2631,60,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3.951,s4m8,fix,CCC,1,3.951,1
2632,2632,60,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1.153,s4m8,fix,CCC,1,1.153,1
2633,2633,60,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1.8330000000000002,s4m8,fix,CCC,1,1.8330000000000002,1
2634,2634,60,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2.87,s4m8,fix,CCC,1,2.87,1
2635,2635,60,s4m8_usuario4,C,['s4m8_usuario11'],C,3,2.049,s4m8,fix,CCC,1,2.049,1
2636,2636,60,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.591,s4m8,fix,DDD,0,0.591,0
2637,2637,60,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.53,s4m8,fix,DDD,0,0.53,0
2638,2638,60,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5.186,s4m8,fix,CCC,1,5.186,1
2639,2639,60,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.83,s4m8,fix,CCC,1,0.83,1
2640,2640,61,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2.209,s4m8,fix,CCC,1,2.209,1
2641,2641,61,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.754,s4m8,fix,CCC,1,0.754,1
2642,2642,61,s4m8_usuario14,C,['s4m8_usuario13'],C,3,8.486,s4m8,fix,CCC,1,8.486,1
2643,2643,61,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.535,s4m8,fix,CCC,1,0.535,1
2644,2644,61,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7.801,s4m8,fix,CCC,1,7.801,1
2645,2645,61,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.1739999999999995,s4m8,fix,CCC,1,4.1739999999999995,1
2646,2646,61,s4m8_usuario8,C,['s4m8_usuario1'],C,3,2.864,s4m8,fix,CCC,1,2.864,1
2647,2647,61,s4m8_usuario1,C,['s4m8_usuario8'],C,3,2.583,s4m8,fix,CCC,1,2.583,1
2648,2648,61,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2.398,s4m8,fix,CCC,1,2.398,1
2649,2649,61,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1.736,s4m8,fix,CCC,1,1.736,1
2650,2650,61,s4m8_usuario5,D,['s4m8_usuario3'],D,1,-0.5820000000000001,s4m8,fix,DDD,0,0.5820000000000001,0
2651,2651,61,s4m8_usuario3,D,['s4m8_usuario5'],D,1,-0.7709999999999999,s4m8,fix,DDD,0,0.7709999999999999,0
2652,2652,61,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4.167,s4m8,fix,CCC,1,4.167,1
2653,2653,61,s4m8_usuario6,C,['s4m8_usuario12'],C,3,0.593,s4m8,fix,CCC,1,0.593,1
2654,2654,62,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1.376,s4m8,fix,CCC,1,1.376,1
2655,2655,62,s4m8_usuario7,C,['s4m8_usuario2'],C,3,0.496,s4m8,fix,CCC,1,0.496,1
2656,2656,62,s4m8_usuario14,C,['s4m8_usuario13'],C,3,8.505,s4m8,fix,CCC,1,8.505,1
2657,2657,62,s4m8_usuario13,C,['s4m8_usuario14'],C,3,0.682,s4m8,fix,CCC,1,0.682,1
2658,2658,62,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7.662999999999999,s4m8,fix,CCC,1,7.662999999999999,1
2659,2659,62,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4.439,s4m8,fix,CCC,1,4.439,1
2660,2660,62,s4m8_usuario8,C,['s4m8_usuario1'],C,3,0.965,s4m8,fix,CCC,1,0.965,1
2661,2661,62,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1.735,s4m8,fix,CCC,1,1.735,1
2662,2662,62,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2.7089999999999996,s4m8,fix,CCC,1,2.7089999999999996,1
